1 Det 1783
1 Pron 1773
1 Punc 9137
1 Conj 1950
1 END 4997
1 Zero 2
1 Dup 11
1 Interj 75
1 Num 561
1 Adj 4565
1 START 4997
1 Postp 1020
1 Noun 17717
1 Ques 188
1 Adv 2673
1 Verb 6150
3 karma Adj 2
3 gelişeceğini Noun 1
3 yapılmamalı Verb 1
3 hissine_kapıldım Verb 1
3 birkaç Det 1
3 atlet Noun 1
3 istemiyorum Verb 5
3 işe_yaramazlığına Noun 1
3 süiti Noun 1
3 hayaller Noun 1
3 koyduk Verb 1
3 basmakalıp Adj 1
3 sardığı Adj 1
3 neden_olabilir Verb 2
3 kaçınılmaz Adj 1
3 bakıp Adv 4
3 the_history_of_western_philosophy Noun 1
3 sakın Interj 1
3 buluşamıyorlardı Verb 1
3 ihalelerine Noun 2
3 gereğini Noun 1
3 buğulu Adj 1
3 liraya Noun 4
3 sabahında Noun 1
3 bağlamadan Noun 1
3 tasarı Noun 1
3 oramı Noun 1
3 merkezdeyim Verb 1
3 denizin Noun 1
3 güzellikle Noun 1
3 versem Verb 1
3 sıvazlayarak Adv 1
3 duygularının Noun 2
3 adsız_narkotikler Noun 2
3 güya Adv 1
3 siirt'ten Noun 1
3 sayıcılarında Noun 1
3 yolsuzlukla Noun 1
3 boşalması Noun 1
3 tibet'le Noun 1
3 böylelikle Adv 1
3 bırakıldı Verb 1
3 parçacıklarla Noun 1
3 artistleri Noun 1
3 hayret Noun 2
3 eskisinin Noun 1
3 kuralların Noun 1
3 çıkardığı Adj 1
3 içme Verb 1
3 aylarına Noun 1
3 bakanlar_kurulu Noun 1
3 muyum Ques 1
3 filmden Noun 1
3 düzensizliğe Noun 1
3 hoşuna_gitmiyor Verb 1
3 ölçüte Noun 1
3 milliyetçi_cephe Noun 2
3 sopayı Noun 1
3 beynine Noun 2
3 gerekçesiyle Noun 2
3 bitir Verb 1
3 kalmamış Adj 1
3 yüreğinde Noun 2
3 indirimindeki Adj 1
3 elde_edilmiş Adj 1
3 avrupalı Noun 1
3 amacıyla Noun 4
3 hastaneye Noun 2
3 anlatmak Noun 6
3 kapısına Noun 3
3 ucundan Noun 2
3 adama Noun 4
3 annemlere Noun 1
3 vurmaya Verb 1
3 iyidir Verb 2
3 dindarın Noun 1
3 dahil Noun 2
3 mesut Adj 1
3 yineledi Verb 1
3 anlatamam Verb 2
3 nasıl Adj 1
3 kocacığım Noun 1
3 başlardı Verb 2
3 harbiden Noun 1
3 geçiriyor Verb 2
3 sebze Noun 3
3 biliyorum Verb 13
3 parapeti Noun 1
3 ayrıldık Verb 1
3 ayıklamalarım Noun 1
3 yanı Noun 4
3 tedavisi Noun 2
3 iyiler Noun 1
3 evlenecek Verb 1
3 yakından Noun 3
3 kapsamına_alınıyor Verb 1
3 kadını Noun 2
3 ideolojiyi Noun 1
3 dinamonun Noun 1
3 gevezeliği Noun 1
3 torunlarından Noun 1
3 ben Noun 1
3 neden Noun 2
3 olurlar Verb 1
3 yüzde_99.9'luk Noun 1
3 vasıflıdır Verb 1
3 harbiyeli Noun 2
3 katı Adj 1
3 vampir Noun 1
3 pompalı Adj 1
3 kişileri Noun 1
3 zirvesine Noun 2
3 yakasındaki Adj 1
3 bakanlar_kurulu'nda Noun 1
3 tamamladığında Noun 1
3 düşünüyordu Verb 1
3 karar_vermiş Verb 1
3 yolculuğunu Noun 1
3 geceleri Noun 1
3 kurdele Noun 1
3 raporlarda Noun 3
3 belirmeye_başladı Verb 1
3 sormadık Verb 1
3 eşlerinin Noun 1
3 gidildiğinde Noun 1
3 gerekiyordu Verb 6
3 kapitalist Noun 3
3 aztek'lerin Noun 1
3 olmadığını Noun 12
3 ülkemizde Noun 1
3 kavun Noun 1
3 sürdüremiyorum Verb 1
3 kalmadır Verb 1
3 diyebilir Verb 1
3 istihdamda Noun 1
3 fırsat Noun 1
3 üç_beş_bin Num 1
3 yükseldi Verb 1
3 hepsini Pron 2
3 yetişen Adj 3
3 görürsünüz Verb 1
3 derecede Noun 3
3 bir Num 93
3 çıkmaz Verb 1
3 evlenseydiniz Verb 1
3 davranışlı Adj 2
3 zor Adj 10
3 yedim Verb 1
3 yakışan Adj 2
3 odaya Noun 4
3 zararı_yoktu Verb 1
3 sevgiye Noun 1
3 talepte_bulunup Adv 1
3 yaşama Noun 2
3 çekmek Noun 3
3 meydan Noun 2
3 bari Adv 4
3 yörenin Noun 3
3 yapılıyor Verb 2
3 sefaletiyle Noun 1
3 yeniymiş Verb 1
3 gerçekten Adv 6
3 öldürdüğünü Noun 1
3 reformları Noun 1
3 ikiye Noun 2
3 görmek Noun 10
3 bağlayan Adj 1
3 bağışıklık Noun 1
3 kanunu Noun 2
3 kapı Noun 12
3 oyunları Noun 1
3 ilgisiz Adj 1
3 onalti Num 1
3 ödümü Noun 1
3 sulara Noun 1
3 saça Noun 1
3 sovyet Noun 2
3 gündemin Noun 1
3 bitiyor Verb 2
3 terk_edilişin Noun 1
3 noktaları Noun 1
3 yazayım Verb 4
3 havuzu Noun 1
3 bakırköy_adliyesi'ne Noun 1
3 ipek Adj 1
3 oturduğunu Noun 1
3 duygu Noun 3
3 sesini Noun 4
3 isteklerini Noun 1
3 evlilik Noun 4
3 aldığı Adj 1
3 okurun Noun 1
3 nasıl Pron 1
3 kurtların Noun 1
3 liranın Noun 1
3 araştırmalarıma Noun 1
3 üçü Noun 1
3 yinelenen Adj 1
3 alındığında Noun 1
3 modern Adj 3
3 onarsa Verb 1
3 bulguların Noun 2
3 bilmesinden Noun 1
3 ışık Noun 6
3 böreği Noun 1
3 yolcuyla Noun 1
3 atlayıp Adv 1
3 dalgalı Adj 1
3 sonuçlar Noun 3
3 bağışlayın Verb 2
3 gezmeye Noun 1
3 kocaeli'ne Noun 1
3 dönüşmüş Verb 2
3 sağlayabilir Verb 1
3 olacağız Verb 1
3 anlatamadım Verb 3
3 göre Postp 46
3 sağlığına Noun 1
3 parmaklarımın Noun 1
3 bıçakla Noun 1
3 geçirdik Verb 1
3 kazanması Noun 1
3 yazdıklarıydı Verb 1
3 mahkum_ediyorlar Verb 1
3 yaşantısını Noun 1
3 ufak Adj 2
3 işine Noun 1
3 çalsın Verb 2
3 tanımladılar Verb 1
3 pişmesini Noun 1
3 buzlanmasından Noun 3
3 rehberi Noun 1
3 yumağıyla Noun 1
3 yayılıp Adv 1
3 zordu Verb 2
3 fırladı Verb 1
3 kaybediyor Verb 1
3 şostakoviç Noun 1
3 aşığıyım Verb 1
3 mimarların Noun 1
3 verince Adv 1
3 hesaptan Noun 1
3 bakın Verb 11
3 hata Noun 5
3 dümdüz Adj 2
3 politzer'in Noun 1
3 bulabilirler Verb 1
3 yapım Noun 1
3 ileri_sürdüğü Adj 1
3 zor_olmalı Verb 1
3 soruyu Noun 3
3 duydu Verb 1
3 neden_olur Verb 1
3 doğrultusunda Noun 2
3 uydurma Noun 2
3 kerem'i Noun 1
3 hapsolduğu Noun 1
3 çalışırdım Verb 1
3 birlik Adj 1
3 sevdikçe Adv 2
3 madem Noun 5
3 topraklara Noun 1
3 çıkaramıyordum Verb 1
3 ikibin Num 1
3 tüketicilere Noun 1
3 yetilerde Noun 1
3 hazırladıklarını Noun 2
3 gülümseme Noun 1
3 sokaktan Noun 1
3 sarıldım Verb 2
3 soğuktan Noun 1
3 neyi Noun 1
3 deyimi Noun 2
3 yalnızca Adj 1
3 duracaksın Verb 1
3 benziyor Verb 2
3 etken Noun 1
3 ilişkileri Noun 2
3 hışır_hışır Noun 1
3 verildiğini Noun 2
3 ziyaretlerinin Noun 1
3 varlığını Noun 2
3 açtık Verb 1
3 amacın Noun 1
3 gecikmelerine Noun 1
3 durumda Noun 4
3 oğulduk Verb 1
3 geceledikleri Adj 1
3 canlı_yayına Noun 1
3 potansiyelden Noun 1
3 kısıtlanıyor Verb 1
3 yatıştırmalarıyla Noun 1
3 sorununun Noun 1
3 hareket_ettiklerini Noun 1
3 yargılanırsa Verb 1
3 ulaştırmam Verb 1
3 ciddiye Noun 1
3 doluşturan Adj 1
3 gitmiştik Verb 1
3 anlar Adj 1
3 düşüm Noun 1
3 tükenmeden Adv 1
3 utangaç Adj 1
3 seçilme Noun 1
3 okuyucunun Noun 1
3 aklım_fikrim Noun 1
3 mustafa_sezai'ydi Verb 1
3 şöyle Adj 4
3 süreç Noun 4
3 i̇ngilizcede Noun 1
3 nöbetçi Adj 2
3 gerekse Conj 1
3 denklemin Noun 1
3 yalvardı Verb 1
3 yattığım Adj 1
3 hepimiz Pron 4
3 acelesi Noun 1
3 ali_talip_özdemir Noun 3
3 kabloda Noun 1
3 gösteriyordu Verb 2
3 ele_alan Adj 1
3 yatma Verb 1
3 oynamayacak Verb 1
3 kopardığı Adj 1
3 dağılan Adj 1
3 imf'nin Noun 1
3 terk_eder Verb 1
3 doğruları Noun 2
3 güvenliler Verb 1
3 hasadının Noun 1
3 yiyebilirsin Verb 1
3 daim Adj 1
3 hele_hele Adv 1
3 yaşıtım Noun 1
3 başkentin Noun 1
3 yardımcı Noun 1
3 tahminimden Noun 1
3 soruyor Verb 3
3 karşılıklı Adj 2
3 konuşmamız Noun 1
3 keşfedemezseniz Verb 1
3 makroekonomik Adj 1
3 seçimin Noun 2
3 dansını Noun 1
3 pay Noun 1
3 üzereydim Verb 1
3 geriletmek Noun 1
3 bilimleri Noun 1
3 kaçıncı Adj 1
3 tırnaklarıyla Noun 1
3 yol Noun 17
3 idealist Adj 1
3 usül Noun 1
3 oluşturulmasıdır Verb 1
3 hoca Noun 3
3 insanlar Noun 9
3 bankacılığının Noun 1
3 kulaklarınıza Noun 1
3 viskiyi Noun 1
3 bilinçsizce Adj 1
3 her_şey Noun 4
3 sentezler Noun 1
3 kıyasladılar Verb 1
3 deri Noun 4
3 yazarlık Noun 1
3 söz_vermiştim Verb 2
3 mıdır Ques 3
3 var_oluruz Verb 1
3 yasakladı Verb 1
3 hayatı Noun 3
3 burhan_dede'nin Noun 1
3 halimize Noun 1
3 i̇mkb Noun 5
3 uzunca Adv 1
3 kupona Noun 1
3 yağında Noun 1
3 notasında Noun 1
3 arada_sırada Noun 1
3 yanımda Noun 3
3 nedenlerle Noun 2
3 meta Noun 4
3 bırakıp Adv 2
3 ayakta_tutmaktadır Verb 1
3 yazdırdı Verb 1
3 yapılması Noun 4
3 kalk Verb 2
3 dalgaları Noun 1
3 kazanırsa_kazansın Verb 1
3 matematik Noun 7
3 ayrılıkların Noun 1
3 sorsan Verb 1
3 ağbime Noun 1
3 unutmalarını Noun 1
3 varılmıştı Verb 1
3 başlarsınız Verb 1
3 kültürel Adj 1
3 baş Noun 5
3 günlere Noun 2
3 derisi Noun 1
3 yazdığın Adj 2
3 malta Noun 1
3 i̇kisi Noun 2
3 hakkını Noun 2
3 fadıl_akgündüz Noun 1
3 ilişkimiz Noun 1
3 görüştür Verb 1
3 okur Verb 2
3 kapamakta Verb 1
3 sözlerine Noun 1
3 taha_akyol'un Noun 1
3 sebzelere Noun 1
3 ulaşmadan Adv 1
3 tasarıda Noun 1
3 veriliyor Verb 3
3 yoluyla Noun 6
3 başlığıyla Noun 2
3 ağaçların Noun 2
3 yüzbaşı Noun 1
3 çevrilmiş Adj 1
3 izlemen Noun 1
3 çoğunlukta Noun 1
3 yaşımızda Noun 1
3 boltzmann Noun 1
3 belirleme Noun 1
3 yorumlar Verb 1
3 sezerlerdi Verb 1
3 girerim Verb 1
3 bahsediyor Verb 1
3 bilmediğim Adj 1
3 papaz Noun 1
3 gidecek Verb 1
3 gözetmeyi Noun 1
3 kırılacak Verb 1
3 açın Verb 1
3 içinde Noun 64
3 kesimi Noun 1
3 ettirmiş Verb 1
3 anlattığına Noun 2
3 zamanınızı Noun 1
3 mutlu_oluyor Verb 1
3 korktuğum Noun 1
3 doğru Postp 29
3 yaşandı Verb 1
3 öngörülerin Noun 1
3 kitaylar Noun 1
3 peynirler Noun 1
3 başarının Noun 1
3 tutku Noun 3
3 kıymetli Adj 1
3 engeli Noun 2
3 tayyip_erdoğan'ın Noun 3
3 kutsal Adj 1
3 irak'taki Adj 2
3 şakaya Noun 1
3 edilemez Adj 1
3 sizi Pron 9
3 kapanışına Noun 1
3 birçok Det 17
3 hissedemezler Verb 1
3 hatta Conj 18
3 yadsıması Noun 1
3 açık_seçik Adj 1
3 oturuyorsunuz Verb 1
3 müteakip Adj 1
3 atölye Noun 1
3 odun Noun 1
3 özlüyor Verb 1
3 yapılmış Verb 3
3 ansiklopedik Adj 1
3 uyuşturucuların Noun 1
3 sayın_tului_sönmez Noun 1
3 düşük Adj 6
3 tabaklardan Noun 1
3 köyün Noun 1
3 ekmekle Noun 2
3 götürmüş Verb 1
3 vergisini Noun 1
3 süpermen Noun 1
3 sorunun Noun 3
3 böylesine Adv 1
3 çıkar Verb 3
3 söylerim Verb 2
3 sözünü Noun 2
3 daldılar Verb 1
3 düzdüm Verb 1
3 kalıcı Noun 1
3 keşfettim Verb 1
3 kıtırdadığını Noun 1
3 unvan Noun 1
3 atıvermişti Verb 1
3 toplumun Noun 3
3 atılımdır Verb 1
3 damlatacağım Verb 1
3 yattım Verb 1
3 çeşit Noun 4
3 insanlığı Noun 1
3 deyyus Noun 1
3 belirleyecek Adj 1
3 falan_filan Adj 3
3 senem Noun 3
3 yetkilileri Noun 2
3 i̇sraille Noun 1
3 beşyüz Num 4
3 işlere Noun 1
3 güvenimizi Noun 1
3 vatandaşı Noun 1
3 yerleştirilmiş Adj 3
3 parasal Adj 1
3 cep_telefonu Noun 1
3 betimlemek Noun 1
3 benzemiyor Verb 3
3 bulmuşsun Verb 1
3 bilsinler Verb 1
3 cesedin Noun 1
3 çıktığımda Noun 2
3 bakıyordum Verb 3
3 etkili Noun 2
3 üretici Adj 5
3 üçyüzseksendört Num 1
3 kayacağı Adj 1
3 sorar Verb 1
3 çemberlere Noun 1
3 halen Adv 2
3 barındıran Adj 2
3 bağırarak Adv 1
3 akp'lilerin Noun 1
3 kardeşliği Noun 1
3 parayı Noun 2
3 idareleri Noun 1
3 söylenirse Verb 2
3 kapanıyordu Verb 2
3 başbakan'ın Noun 1
3 gençlerin Noun 3
3 kullanma Noun 1
3 kabul_ederek Adv 1
3 devrim Noun 2
3 geleceği Noun 1
3 -_i̇kinci Num 1
3 yardımcı_oluyor Verb 1
3 aşkımızın Noun 1
3 turuna Noun 1
3 kendisinden Pron 1
3 karaltılar Noun 1
3 yerin Noun 1
3 verdikleri Adj 3
3 saldırısı Noun 2
3 tanır Verb 1
3 dişlerinden Noun 1
3 yansıtan Adj 1
3 suda Noun 1
3 duyuldu Verb 1
3 netti Verb 2
3 koşa_koşa Verb 2
3 türkiye'sinde Noun 1
3 on_günde_bir Noun 1
3 çıkmayı Noun 1
3 hükümetin Noun 4
3 ortamda Noun 1
3 takmış Adj 1
3 parasını Noun 1
3 sözünü_ettiğiniz Adj 1
3 gerektiği Noun 1
3 diyecektim Verb 1
3 bakmayınca Adv 1
3 okşa Verb 1
3 yemekte Noun 2
3 konutlar Noun 1
3 zahmetli Adj 2
3 mırık Noun 1
3 esinciğim Noun 1
3 ürettiği Adj 3
3 dip Noun 1
3 beklemek Noun 2
3 atıp Adv 2
3 görüşürüz Verb 1
3 kasıklarına Noun 1
3 ifade_ederek Adv 2
3 öğleden Noun 1
3 oyaladım Verb 1
3 okşadım Verb 1
3 nasiplerini Noun 1
3 mebrure Noun 15
3 özerk Adj 2
3 kayboldunuz Verb 1
3 çekim Noun 3
3 gelecek Verb 3
3 yerine Noun 27
3 anap'a Noun 1
3 eylemler Noun 1
3 içecekler Noun 1
3 aşılması Noun 1
3 başkomutanlara Noun 1
3 koltuğa Noun 4
3 bakma Noun 1
3 model Noun 3
3 kıyı Noun 4
3 ortaçağ Noun 1
3 olmalıdır Verb 1
3 geçirmeye Noun 1
3 canis_lupus Noun 1
3 yerde Noun 11
3 kaşındıran Adj 1
3 almanya'dan Noun 2
3 mahmutla Noun 1
3 ütopyanın Noun 1
3 faaliyetini Noun 1
3 mutabakat Noun 1
3 denetimi Noun 1
3 karadeniz'e Noun 1
3 türkçe'yle Noun 1
3 zammı Noun 1
3 seslerinin Noun 1
3 dağıtsam Verb 1
3 laf Noun 4
3 gösteriye Noun 1
3 değişmez Adj 1
3 bozulmadan Adv 1
3 merkez Noun 1
3 yolculuğunda Noun 2
3 tarizde Noun 1
3 i̇lhami Noun 3
3 birinin Pron 2
3 birer Num 6
3 yansıması_olsa Verb 1
3 dalgalarının Noun 1
3 atıl Adj 2
3 otura Verb 1
3 arayıp Adv 1
3 akım Noun 1
3 defalarca Adv 5
3 sınıfın Noun 2
3 satın_alırken Adv 1
3 çıkabilirdik Verb 1
3 ilgili Adj 16
3 muttali_oluyorsunuz Verb 1
3 beyin Noun 6
3 arınç Noun 5
3 istemişti Verb 1
3 ihtiyaçları_olacak Adj 1
3 tetikte Noun 1
3 merak_ediyoruz Verb 1
3 okuyucudan Noun 1
3 be Interj 1
3 usulü Noun 2
3 tutuştular Verb 1
3 i̇kisinin Noun 1
3 gelmiyor Verb 1
3 eleştirisinde Noun 1
3 alacaklar Noun 1
3 hedeflerinden Noun 1
3 görülmez_oluyor Verb 1
3 merkezinde Noun 2
3 noktada Noun 2
3 arkamı Noun 1
3 öğrenemeden Adv 1
3 odur Verb 2
3 tahkikatın Noun 2
3 yatırımcı Adj 1
3 yazıyorsun Verb 3
3 sanıyordum Verb 2
3 seçilmesine Noun 1
3 rangifer_tarandus Noun 1
3 fark_etmiyordu Verb 1
3 farklılaşıyordu Verb 1
3 çekilmiş Adj 3
3 makinemi Noun 1
3 aleyhine Noun 4
3 tanımadıklarını Noun 1
3 dikkat_çekiciydi Verb 1
3 zorundayız Verb 1
3 yasaklanırsa Verb 1
3 irak'ta Noun 4
3 başlamasına Noun 1
3 koşu Noun 1
3 burda Noun 3
3 dinliyorduk Verb 1
3 beklentiler Noun 1
3 eleştirdi Verb 1
3 boşuna Adv 3
3 kişilik Noun 2
3 deppler Noun 1
3 dağılıp Adv 1
3 kurulu'na Noun 1
3 dükkanlar Noun 1
3 sokaklara Noun 1
3 fırladım Verb 1
3 başladık Verb 2
3 kamçatka Noun 1
3 mektubun Noun 2
3 minik Adj 1
3 akılla Noun 1
3 milli_savunma_bakanı Noun 1
3 yasağı Noun 2
3 tanıştılar Verb 1
3 sayılırız Verb 1
3 sopa Noun 3
3 belirdi Verb 1
3 bulmamışlardı Verb 1
3 ayhan'ın Noun 2
3 dayanamadım Verb 2
3 pişer Verb 1
3 merak_duyanlar Noun 1
3 dilersen Verb 1
3 aklıevveller Noun 1
3 itiraz_etti Verb 1
3 sağlayan Adj 1
3 anneannemde Noun 1
3 kumsalı Noun 1
3 devrimlerin Noun 3
3 karizma Noun 2
3 çeşmeleri Noun 1
3 oturmuşsa Verb 1
3 tavrıyla Noun 1
3 temelleri Noun 1
3 ruhen Adv 1
3 yapıda Noun 1
3 anlaşma Noun 1
3 erkekler_parkı'ndan Noun 1
3 ham Noun 1
3 iteledi Verb 1
3 usulsüzlük Noun 1
3 işleyen Adj 1
3 faaliyet Noun 2
3 geçiriyordu Verb 1
3 kopup Adv 1
3 sığınabilirdim Verb 1
3 tansu_çiller'i Noun 1
3 yorgundurlar Verb 1
3 yüzü Noun 4
3 kamu_doç Noun 1
3 nerede Pron 4
3 alıverişlerdir Verb 1
3 geçmişiyle Noun 1
3 deneyini Noun 2
3 gözüyle Noun 2
3 sürece Noun 1
3 i̇şte Adv 9
3 düzenleme Noun 6
3 ellerde Noun 2
3 dalıp_gidiyor Verb 1
3 harekattan Noun 1
3 imalatından Noun 1
3 ömür_uzatma_kıraathanesi'nden Noun 1
3 müzik Noun 2
3 olabiliyor Verb 1
3 haşlanmış Adj 2
3 yaşam Noun 11
3 yazılmak Noun 1
3 çağrılıyım Verb 1
3 alanlar Noun 1
3 lezzetiyle Noun 1
3 çekmemek Noun 1
3 morga Noun 1
3 ülkelerle Noun 1
3 bakmaya Noun 1
3 i̇nkaya_mevkiindeki Adj 1
3 ihtiyacım_vardı Verb 1
3 isabet Noun 1
3 sınırları Noun 1
3 tutunabileceğim Adj 1
3 gazeteler Noun 1
3 isteği Noun 1
3 kafalı Adj 1
3 benzeşiyor Verb 1
3 kırkbeş Num 1
3 kasabasına Noun 1
3 azadi'nin Noun 1
3 demokrat Noun 2
3 yayımlanmış Adj 1
3 kullandığı Adj 3
3 bulunmaması Noun 1
3 yapılacağını Noun 1
3 beklediği Adj 1
3 fırladığı Noun 1
3 olmayacağını Noun 1
3 göremedim Verb 1
3 olabilirim Verb 2
3 şey Noun 73
3 az Adj 7
3 saptanan Adj 1
3 işte Noun 2
3 beyindir Verb 1
3 belgesi Noun 1
3 asla Adv 5
3 sonunda Noun 2
3 falan_-_filan Adj 1
3 alandaki Adj 1
3 küflü Adj 1
3 diferansiyel Noun 1
3 hedeflerinde Noun 1
3 hayhuyundan Noun 1
3 demeçlere Noun 1
3 ramiz Noun 18
3 boşalmasını Noun 1
3 saime_sezginler'in Noun 3
3 işletmecilerinden Noun 1
3 gerek_yok Adv 1
3 giden Adj 9
3 ilişkilendirilen Adj 1
3 eşref Noun 1
3 vesairecisi Noun 1
3 al_işte Adv 1
3 kaydından Noun 1
3 saptı Verb 1
3 parçalar Verb 1
3 kilitli Adj 1
3 ele_alınması Noun 1
3 bekar Adj 2
3 geçmek Noun 4
3 meyvelerini Noun 1
3 tüketici Noun 4
3 uykuya Noun 3
3 nevroz Noun 1
3 esasen Adv 2
3 fonlar Noun 7
3 olmayalım Verb 1
3 kahvenin Noun 1
3 sevişebilmek Noun 1
3 adlı Adj 3
3 okuyor Verb 4
3 içersinde Noun 1
3 rekortmeni Noun 1
3 bakanlara Noun 1
3 özlemeye Noun 1
3 konuşmamıştık Verb 1
3 dönüp Adv 7
3 belli Adv 1
3 ve Conj 497
3 sarılışımsa Verb 1
3 onu Pron 64
3 göğüs Noun 3
3 dedenin Noun 1
3 sağa Noun 2
3 bıraktıktan Noun 1
3 musun Ques 13
3 çevrili Adj 1
3 defterinden Noun 1
3 yapacağız Verb 5
3 kazandıracağız Verb 1
3 mitingde Noun 2
3 sözünü_ettikleri Noun 1
3 yıkanması Noun 1
3 kuşkusuz Adj 1
3 kuruluşlara Noun 1
3 rusların Noun 2
3 yazgıcılığa Noun 1
3 yalnızdı Verb 1
3 bizim Noun 1
3 konutları Noun 1
3 anlattı Verb 3
3 babanın Noun 1
3 alacakları Noun 1
3 cimriymiş Verb 1
3 agorafobi Noun 1
3 dayar Verb 1
3 lokantası Noun 1
3 yürü Verb 1
3 tercih_ederim Verb 1
3 oyuncaklar Noun 1
3 bar Noun 2
3 elverişli Adj 2
3 yanıyordu Verb 2
3 uykusuz Adj 1
3 taktı Verb 1
3 hararetli Adj 1
3 konumuna Noun 1
3 i̇rfan Noun 1
3 yaprak Noun 1
3 egolarına Noun 1
3 sınırlandırılıyor Verb 1
3 cebinde Noun 1
3 konserlere Noun 1
3 yaşanacağı Noun 1
3 sertlik Noun 1
3 kapsamında Noun 1
3 ortaklaşa Adv 1
3 akşam Noun 19
3 görmedim Verb 1
3 miymiş Ques 1
3 kandırabileceğim Verb 1
3 mantığımız Noun 1
3 yetinmezler Verb 1
3 sabırlı Adj 1
3 kayıp Adv 1
3 akgüney_dış_ilişkilerden_sorumlu_genel_başkan_yardımcısı_şaban_dişli Noun 1
3 ellerim Noun 1
3 programa Noun 2
3 üçyüzoniki Noun 1
3 itiyorum Verb 1
3 başbakan_yardımcısı_mehmet_ali_şahin Noun 1
3 raporlardan Noun 2
3 insanlık Noun 3
3 kervan Noun 2
3 üçüncü Num 4
3 kıskıvrak Adv 1
3 nihan Noun 1
3 içkiler Noun 2
3 teşekkür_ederek Adv 1
3 siz Pron 26
3 kayığına Noun 1
3 fotokopileri Noun 1
3 şoku Noun 1
3 ilaçlar Noun 1
3 bulunduğu Adj 5
3 kitaplar Noun 2
3 tavırdır Verb 1
3 kendini Pron 16
3 bakanlığın Noun 1
3 tezgahı Noun 1
3 insanlara Noun 1
3 kimse Noun 13
3 kalıyorlar Verb 1
3 kadınlara Noun 1
3 yaratıcı Adj 1
3 hizasında Noun 1
3 yorgun_olduğunu Noun 1
3 yabancı Adj 4
3 kara_kuvvetleri'nin Noun 1
3 merkezi Noun 3
3 irak'a Noun 2
3 duracaklarını Noun 1
3 i̇sterseniz Verb 1
3 olay Noun 6
3 durdurmasını Noun 1
3 gerçekleştirmek Noun 1
3 saymıyorum Verb 1
3 lange Noun 1
3 neleri Pron 1
3 filozof Noun 3
3 i̇ncecik Adj 1
3 süper Adj 2
3 isteseler Verb 1
3 birkaç Adj 31
3 öğrencilere Noun 1
3 yetmiyor Verb 2
3 tarçın Noun 1
3 masa Noun 2
3 bağlayıcı Adj 1
3 öldü Verb 3
3 kullanılarak Adv 1
3 damla Noun 1
3 hissettiklerinden Noun 1
3 duyurdu Verb 1
3 uzmanları Noun 1
3 yatlar Noun 1
3 çarşıda Noun 1
3 sözlerini Noun 2
3 mülkiyet Noun 1
3 paris'te Noun 3
3 çin Noun 3
3 guy_laroche Noun 1
3 uzanarak Adv 1
3 bilinmesini Noun 1
3 istiyormuş Verb 1
3 konuşuyordu Verb 1
3 döneminde Noun 5
3 takılmış Adj 1
3 hakikaten Adv 2
3 rus Noun 2
3 motor Noun 1
3 taşmış Verb 1
3 i̇nanmayacaksın Verb 1
3 buğulanmıştı Verb 1
3 ihracı Noun 1
3 gülmesi Noun 1
3 sakinleştirmişti Verb 1
3 söylüyor Verb 4
3 savunmasız Adj 2
3 sempozyumuna Noun 1
3 evrenbilimcidir Verb 1
3 başarıları Noun 1
3 i̇ngiliz'in Noun 1
3 girdi Verb 10
3 bırakmış Adj 1
3 hamur Noun 1
3 geziniyordu Verb 1
3 onbirbindokuzyüzdoksansekiz Num 1
3 yansıttığı Adj 1
3 çift Adj 5
3 anayasa Noun 8
3 yanlış Adv 1
3 sağlaması Noun 1
3 tiradlarının Noun 1
3 yanmamışlar Verb 1
3 toplantılar Noun 2
3 etrafı Noun 1
3 hususu Noun 1
3 harekat Noun 1
3 söyleyemiyor Verb 1
3 bir_bir Adv 2
3 mezarların Noun 2
3 ortasında Noun 3
3 arsıulusal Adj 1
3 şekilde Noun 15
3 gecelik Noun 1
3 otuzdört Noun 1
3 yükseltiyor Verb 1
3 zorunda_kalmıştır Verb 1
3 karşı_çıktığı Adj 1
3 dayının Noun 1
3 sonuçta Noun 3
3 amerikalı Noun 1
3 yaptığımız Adj 1
3 kolluyordun Verb 1
3 anladım Verb 3
3 gömdük Verb 1
3 ilçesinde Noun 1
3 korkmuştum Verb 1
3 çizilebileceğini Noun 1
3 özen Noun 1
3 eski Verb 1
3 gösteriyi Noun 2
3 saldırıp Adv 1
3 havanın Noun 1
3 üzülmüş Verb 1
3 gerek Conj 1
3 duyarlıdır Verb 1
3 sınırlıdır Verb 1
3 anlatacaktın Verb 1
3 modelle Noun 1
3 planlıyordu Verb 1
3 doğru Adv 1
3 görüşmeleri Noun 1
3 seyretmiş Verb 2
3 klasik Adj 2
3 ardarda Adv 1
3 anlattıklarına Noun 1
3 sunulacağını Noun 1
3 tamamlar Verb 1
3 belirsizliğin Noun 1
3 yenisine Noun 1
3 bilgiler Noun 5
3 yaşlısı Noun 1
3 the_science_of_shopping Noun 1
3 felsefe Noun 3
3 standard Noun 1
3 tazminatlar Noun 1
3 veriyorum Verb 3
3 reina'de Noun 1
3 içini Noun 1
3 dille Noun 1
3 akik Noun 1
3 darbukasını Noun 5
3 taksitlerle Noun 1
3 nurettin_bey Noun 1
3 dans_edenler Noun 1
3 üyeliği Noun 1
3 türk_vergi_sistemi Noun 1
3 yapıyordu Verb 4
3 ölmekten Noun 1
3 derste Noun 1
3 kentin Noun 7
3 kişilerin Noun 3
